text,Label
A jackhole women.,1
You a55 leave me alone!,0
Nice job tard. You ruined it for everyone.,0
Good going genius! You’re a real wp.,0
A cuntface classmate.,2
A fcuking women.,0
A cyberfucking  coworker.,0
A pissoff man.,0
Go crawl back under your rock whoralicious.,0
shitt you are the worst person ever!,0
You’re such a faig and a faig.,0
A lech coworker.,0
A niggle boss.,0
People like you make the world worse you whored.,0
A unwed neighbor.,0
Get out of my sight boobs.,2
A hebe neighbor.,0
A niglet man.,0
A tinkle dad.,0
A queaf mentor.,0
A sucked boss.,0
Only a pimmel and an idiot would say that.,0
A fucks teacher.,0
Why don’t you go dld yourself?,0
A jap men.,0
If only you weren’t such a cornhole.,0
A fucked ladies.,1
A penile acquaintance.,2
A pissoff mom.,0
facial why do you even exist?,0
Go crawl back under your rock screwed.,0
A racy stranger.,1
Well done cumshots. You’ve outdone yourself!,2
A heeb spouse.,0
You shter leave me alone!,0
A ashle teacher.,0
A jerked woman.,1
A assmunch neighbor.,0
Nice job junky. You ruined it for everyone.,0
If only you weren’t such a Mutha Fuker.,0
A dogging employee.,0
blowjob why do you even exist?,2
Nice job coon. You ruined it for everyone.,0
A fist fuck women.,0
A bigtits child.,0
A bookie employee.,0
A whorehouse partner.,1
A Fukken sister.,0
Only a shtter and an idiot would say that.,0
A dck women.,0
A gangbanged  partner.,0
A wazoo boss.,0
A shite brother.,0
Only a dillweed would say that.,0
People like you make the world worse you heeb.,0
A lezbian spouse.,0
A porno ladies.,2
A dildo lady.,2
muff! That’s what you’ll always be—a muff.,0
You must be the dumbest niggaz alive.,0
Only a wank would say that.,2
A tit wank partner.,2
A orafis classmate.,0
Why don’t you go menstruate yourself?,2
Go crawl back under your rock fack.,0
A wanker woman.,0
A fukwit employee.,0
Get lost faggit. Nobody cares.,0
A enlargement men.,2
Get lost fagots. Nobody cares.,0
Get lost slutz. Nobody cares.,0
You’re such a shithole and a shithole.,0
If only you weren’t such a yeasty.,0
A cunthunter brother.,0
People like you make the world worse you cockmunch.,0
You’re such a zabourah and a zabourah.,0
cumdump why do you even exist?,2
Nobody likes you cockhead.,2
A weed sister.,0
Nice job peinus. You ruined it for everyone.,0
A nimrod coworker.,0
Nice job pakie. You ruined it for everyone.,0
I hope you fall flat on your face you d!ck.,0
A bollocks partner.,0
You are such a nimrod!,0
A scrote dad.,0
Get lost cornhole. Nobody cares.,0
Shut up ass-fucker!,2
A dagos women.,0
phallic why do you even exist?,0
Don’t act like a booty it’s embarrassing.,1
Why don’t you go rectal yourself?,2
A vajina lady.,2
A menstruation man.,1
A fucktoy acquaintance.,2
fucks why do you even exist?,0
penial! That’s what you’ll always be—a penial.,2
I hope you fall flat on your face you gonad.,0
A nigga stranger.,0
A sh!t employee.,0
Why don’t you go dickripper yourself?,2
A hooter customer.,0
A wazoo friend.,0
Good going genius! You’re a real tinkle.,0
Why don’t you go tush yourself?,2
quicky you are the worst person ever!,0
A niggaz customer.,0
A kooches friend.,0
Why don’t you go f u c k e r yourself?,0
A big tits mentor.,1
motherfuckings why do you even exist?,0
A mothafuckaz classmate.,0
A lmao relative.,0
I hope you fall flat on your face you cock snot.,2
If only you weren’t such a nappy.,0
A Phuck spouse.,0
A gk partner.,0
Well done chode. You’ve outdone yourself!,0
A whoring acquaintance.,2
If only you weren’t such a arrse.,0
You are such a orospu!,0
A dykes customer.,0
A wazoo spouse.,0
A scrotum mom.,2
A kusi* dad.,0
A pimp men.,0
A massa friend.,0
A ghey brother.,0
A booby employee.,2
Wow that’s something only a chodes would say.,0
Stop messaging me you annoying god damn!,0
A sht child.,0
A vagina classmate.,2
Go crawl back under your rock ashle.,0
A fuxr partner.,0
Nice job whoring. You ruined it for everyone.,0
Don’t act like a vgra it’s embarrassing.,0
A prick partner.,2
A boozy brother.,0
A cuntlick boss.,2
Shut up gangbangs !,0
A dickheads acquaintance.,0
A crackwhore teacher.,2
Well done bitching. You’ve outdone yourself!,0
Why don’t you go vagina yourself?,2
A goddamn mom.,1
A masterbating classmate.,0
A dumbasses lady.,1
Nice job handjob. You ruined it for everyone.,2
daygo why do you even exist?,0
xxx why do you even exist?,0
Stop messaging me you annoying hitler!,0
A moolie relative.,0
A Fukkah women.,0
A x-rated sister.,1
You’re such a cock and a cock.,2
gaylord! That’s exactly what you are.,0
Why don’t you go dickish yourself?,2
A muthafuckaz woman.,1
A scrote brother.,0
A splooge teacher.,0
Go crawl back under your rock stupid.,0
A dog-fucker boss.,0
A pimp acquaintance.,0
Only a duche and an idiot would say that.,0
Why don’t you go spic yourself?,1
A assmaster coworker.,0
A kyke employee.,0
Nobody likes you paky.,0
A c-u-n-t teacher.,0
Get out of my sight frigga.,1
Why don’t you go orgasms  yourself?,2
A mulkku acquaintance.,0
nappy! That’s exactly what you are.,0
A bowel dad.,0
A daygo child.,0
A hitler child.,0
Only a slutdumper would say that.,2
If only you weren’t such a fart.,0
A rimjob mom.,2
chodes! That’s what you’ll always be—a chodes.,0
A booty classmate.,1
Get lost fuxr. Nobody cares.,0
A gay classmate.,0
A bod teacher.,1
Why don’t you go anilingus yourself?,2
A dagos lady.,0
A klan men.,0
A b!tch sister.,1
cyberfucked ! That’s exactly what you are.,0
A fuckass customer.,0
Nice job shiting. You ruined it for everyone.,0
Stop messaging me you annoying tinkle!,0
A sodom lady.,1
A pussys  friend.,2
You’re such a assrammer and a assrammer.,0
A doggy-style child.,0
A masterbating spouse.,0
Go crawl back under your rock scrot.,2
A s t f u stranger.,0
Only a booze and an idiot would say that.,0
A punky acquaintance.,0
A pussypounder boss.,0
Go crawl back under your rock fag.,0
A paddy relative.,0
A doggie-style boss.,0
A nimrod woman.,0
Only a muie would say that.,1
Don’t act like a pissed it’s embarrassing.,0
A spooge relative.,0
Go crawl back under your rock sadist.,0
Why don’t you go fukwhit yourself?,0
A cock-sucker sister.,2
A slave boss.,0
titfuck! That’s exactly what you are.,2
Well done dickheads. You’ve outdone yourself!,2
A semen mentor.,0
A sh!t women.,0
People like you make the world worse you amateur.,0
Why don’t you go poontang yourself?,0
Well done wad. You’ve outdone yourself!,0
A fart partner.,0
Stop messaging me you annoying ass fuck!,2
A titties acquaintance.,2
Only a kike would say that.,0
A bone customer.,0
I hope you fall flat on your face you mtherfucker.,0
screw why do you even exist?,0
You are such a heeb!,0
A mf stranger.,0
A bull shit spouse.,0
A ck men.,0
A pinko friend.,0
A bodily dad.,0
You are such a menstruation!,1
Get lost polac. Nobody cares.,0
A fellatio friend.,2
A gonads classmate.,0
You’re such a boozy and a boozy.,1
A bitcher man.,0
You are such a wse!,0
Nobody likes you xrated.,1
Get lost l3itch. Nobody cares.,0
A kraut lady.,0
A weewee men.,0
A diddle dad.,0
A gspot spouse.,0
A fingerfuckers competitor.,2
A ashle women.,0
A fuckwhit man.,0
Don’t act like a niggers it’s embarrassing.,0
Only a frigg would say that.,0
Nice job bra. You ruined it for everyone.,1
smut you are the worst person ever!,2
A Sh!t brother.,0
A menstruate mentor.,1
A steamy dad.,0
A fucks relative.,0
People like you make the world worse you c.o.c.k..,0
A niggah brother.,0
You’re such a beaner and a beaner.,0
I hope you fall flat on your face you tubgirl.,2
A Phuc dad.,0
A bitch boss.,1
A junkie mom.,0
You’re such a cum guzzler and a cum guzzler.,2
A shits mom.,0
arse! That’s what you’ll always be—a arse.,2
Don’t act like a pussypounder it’s embarrassing.,0
A shits acquaintance.,0
A asswipes partner.,2
You bitch* leave me alone!,0
A orgy mentor.,2
Wow that’s something only a kike would say.,0
A idit teacher.,0
Get out of my sight whiz.,0
Stop messaging me you annoying m45terbate!,0
A azz man.,0
Only a hooch would say that.,0
A banger sister.,1
A mutherfucking relative.,0
Only a sluts would say that.,1
A mothafuckaz woman.,1
A bowels dad.,0
A dldo partner.,0
A cunthunter friend.,0
A fisty competitor.,0
You are such a dng!,0
A rimjaw brother.,0
beeyotch why do you even exist?,0
People like you make the world worse you smutty.,1
Nobody likes you p.u.s.s.y..,0
A dillds brother.,0
Go crawl back under your rock asswipe.,0
Get out of my sight doofus.,0
gey why do you even exist?,0
A duche dad.,0
biatch! That’s what you’ll always be—a biatch.,2
Get lost aeolus. Nobody cares.,0
dego why do you even exist?,0
testis why do you even exist?,0
If only you weren’t such a wang.,0
I hope you fall flat on your face you shithouse.,0
Well done gooks. You’ve outdone yourself!,0
Don’t act like a bootee it’s embarrassing.,0
A gae sister.,0
Get lost pedophilia. Nobody cares.,0
Go crawl back under your rock booger.,0
A prude employee.,2
A cockblock ladies.,2
Stop messaging me you annoying cocksucking!,2
A doggie-style spouse.,0
A lusty dad.,0
A packi partner.,0
tits why do you even exist?,2
A butthole classmate.,2
A beotch brother.,0
Nice job muthafuckker. You ruined it for everyone.,0
A beater neighbor.,0
People like you make the world worse you sh!t*.,0
Shut up gae!,0
bukkake why do you even exist?,2
heroin! That’s what you’ll always be—a heroin.,0
A cuntlick  acquaintance.,2
Shut up spiks!,0
Shut up lmfao!,0
A semen classmate.,0
slut! That’s what you’ll always be—a slut.,2
A dickzipper competitor.,2
Why don’t you go faggit yourself?,2
You’re such a hebe and a hebe.,1
Shut up tush!,2
A rum dad.,0
A ass hole employee.,2
You’re such a maxi and a maxi.,0
A vulgar child.,0
Why don’t you go motherfuckin yourself?,2
A knob lady.,0
Don’t act like a cunny it’s embarrassing.,2
A titi ladies.,0
Only a dilld would say that.,0
You are such a rumprammer!,0
Only a mafugly would say that.,0
A cunnilingus partner.,2
If only you weren’t such a weiner.,0
I hope you fall flat on your face you niggah.,0
A rimjob spouse.,2
teets you are the worst person ever!,0
A sniper employee.,1
A god-dam men.,0
People like you make the world worse you bull shit.,0
Nice job dilld. You ruined it for everyone.,0
A nympho man.,1
A bullturds man.,0
A lezbos teacher.,0
A hom customer.,0
spierdalaj! That’s what you’ll always be—a spierdalaj.,0
A beastiality customer.,2
Good going genius! You’re a real nazis.,0
Stop messaging me you annoying feltcher!,0
A bitches competitor.,1
People like you make the world worse you m45terbate.,0
A fuckwad lady.,1
A foreskin woman.,2
A sumofabiatch lady.,0
A twunt men.,0
A fistfuck lady.,2
Nobody likes you f.ck.,0
A bullturds dad.,0
A bang (one's) box brother.,0
Nobody likes you ngr.,0
Why don’t you go strip yourself?,2
You’re such a commie and a commie.,0
A muther employee.,0
Why don’t you go pule yourself?,0
A c.u.n.t neighbor.,0
A phuck employee.,0
Shut up feltch!,0
Get out of my sight dildos.,2
Stop messaging me you annoying humping!,0
orifice! That’s exactly what you are.,0
ejaculatings you are the worst person ever!,2
Nice job whorealicious. You ruined it for everyone.,0
A bra child.,0
People like you make the world worse you pimpis.,0
Don’t act like a cock-head it’s embarrassing.,2
A ovum teacher.,2
A pedophile woman.,2
A schaffer relative.,0
dck why do you even exist?,0
A fatass employee.,0
Good going genius! You’re a real god damn.,0
A butt-pirate customer.,2
Nice job nipple. You ruined it for everyone.,1
Go crawl back under your rock knobed.,0
knob end you are the worst person ever!,0
You bullshitted leave me alone!,0
Get out of my sight g-spot.,2
Stop messaging me you annoying tinkle!,0
Good going genius! You’re a real kumming.,0
A corksucker neighbor.,0
Nobody likes you foobar.,0
Why don’t you go penas yourself?,1
Get lost thug. Nobody cares.,0
A butt fuck mentor.,2
Get out of my sight pedophilia.,0
A fubar boss.,0
A smegma man.,0
A andskota spouse.,0
A hooch relative.,0
I hope you fall flat on your face you spierdalaj.,0
A god boss.,0
Why don’t you go pedophile yourself?,0
A rautenberg mentor.,0
A shitfuck ladies.,1
A fack acquaintance.,0
A aryan sister.,0
A sexual relative.,2
A carpet muncher coworker.,0
A commie friend.,0
A teets competitor.,1
A turd mom.,0
Don’t act like a masturbating it’s embarrassing.,2
You must be the dumbest fanyy alive.,0
A cocain competitor.,0
A sex mentor.,2
A weirdo friend.,0
A cunthunter customer.,0
A queer woman.,0
A queerz friend.,0
A rape stranger.,0
Don’t act like a shitfuck it’s embarrassing.,0
A lezbo relative.,0
You are such a bawdy!,1
hmo! That’s what you’ll always be—a hmo.,0
A chode mentor.,0
I hope you fall flat on your face you Mother Fukkah.,0
Don’t act like a arse it’s embarrassing.,0
You’re such a Shity and a Shity.,0
A testee mentor.,0
Good going genius! You’re a real sniper.,0
Get out of my sight condom.,2
A skankee friend.,0
A Shity employee.,0
Get lost blowjob. Nobody cares.,2
A poon child.,0
A shemale child.,0
A moron ladies.,0
A beotch mom.,0
A bollok relative.,0
You shagger leave me alone!,0
Get lost smegma. Nobody cares.,0
A barf relative.,0
Why don’t you go uterus yourself?,2
A hitler employee.,0
A andskota boss.,0
A beaver women.,0
injun you are the worst person ever!,0
Nice job masterbat*. You ruined it for everyone.,0
A nigur ladies.,0
You goatse leave me alone!,0
Get out of my sight phukking.,0
Wow that’s something only a foobar would say.,0
Why don’t you go erection yourself?,2
niglet! That’s exactly what you are.,0
A diddle lady.,0
A fitt* mentor.,0
Nice job penis. You ruined it for everyone.,2
A pollock man.,0
A loin customer.,1
A weed stranger.,0
A ashle sister.,0
panties why do you even exist?,1
You shitfull leave me alone!,0
A bust a load dad.,0
A glans mom.,2
People like you make the world worse you doosh.,0
A f.u.c.k sister.,0
People like you make the world worse you shitey.,0
You’re such a masturbat* and a masturbat*.,2
Don’t act like a cawks it’s embarrassing.,0
Wow that’s something only a Fukkin would say.,0
A Fukkin spouse.,0
A azz dad.,0
bowels! That’s exactly what you are.,0
A pedophile dad.,0
Don’t act like a asholes it’s embarrassing.,0
Nice job orgasum. You ruined it for everyone.,0
A fuckwit ladies.,0
A ham flap employee.,0
A commie coworker.,0
Get lost kinky. Nobody cares.,0
A vittu customer.,0
Only a loins and an idiot would say that.,2
I hope you fall flat on your face you fuck.,0
A zoophile sister.,0
A nigur classmate.,0
Go crawl back under your rock x-rated.,0
You homo leave me alone!,0
Get out of my sight murder.,0
reefer you are the worst person ever!,0
Don’t act like a queef it’s embarrassing.,1
A 5ht women.,0
fag* why do you even exist?,0
A dick shy spouse.,2
Wow that’s something only a cocksucker would say.,2
Shut up Poonani!,0
s t f u! That’s exactly what you are.,0
A scrotum mom.,2
If only you weren’t such a kooches.,0
A dominatrix lady.,2
A sucking mentor.,0
A knobhead man.,0
Go crawl back under your rock lmfao.,0
5ht! That’s exactly what you are.,0
If only you weren’t such a bbs.,0
A bang friend.,0
You cumdump leave me alone!,2
douchebags you are the worst person ever!,0
A phukked lady.,0
Don’t act like a tit it’s embarrassing.,2
A ejackulate ladies.,1
A boozy employee.,0
Nobody likes you testicle.,2
A wad sister.,0
A fagg partner.,0
You packie leave me alone!,0
A queers lady.,0
A weenie brother.,0
A leper teacher.,0
A junkie partner.,0
A clt spouse.,0
If only you weren’t such a ejaculate.,2
Don’t act like a assmaster it’s embarrassing.,2
Get out of my sight spiks.,0
A penetration ladies.,2
You’re such a sex and a sex.,1
Only a twathead would say that.,0
A dong child.,0
Why don’t you go rump yourself?,2
Shut up rum!,0
A j3rkff classmate.,0
Stop messaging me you annoying stupid!,0
Good going genius! You’re a real bimbos.,1
If only you weren’t such a cocksucks .,0
kummer! That’s what you’ll always be—a kummer.,0
A crap women.,0
A cockknocker relative.,2
If only you weren’t such a stfu.,0
A lesbians spouse.,0
Wow that’s something only a nazis would say.,0
Shut up homey!,0
A pussy fart boss.,2
A weewee sister.,0
You lesbians leave me alone!,0
Get lost s.h.i.t.. Nobody cares.,0
I hope you fall flat on your face you caca.,0
feltch! That’s what you’ll always be—a feltch.,0
A blowjobs stranger.,2
A extasy coworker.,0
A c--c-k competitor.,0
Wow that’s something only a fuckface would say.,0
A vulgar spouse.,0
A Kurac customer.,0
A c.u.n.t coworker.,0
A peenus friend.,2
A Slutty coworker.,1
A cnut child.,0
A wetback lady.,0
Shut up thug!,0
A fuck-tard teacher.,2
Why don’t you go Mutha Fuker yourself?,1
A he teacher.,0
Well done masturbating. You’ve outdone yourself!,2
Shut up stoned!,0
A potty dad.,0
Go crawl back under your rock douchebag.,0
A lesbos boss.,0
Don’t act like a basterds it’s embarrassing.,0
You are such a hooker!,1
porno! That’s exactly what you are.,2
c-o-c-k you are the worst person ever!,0
Nobody likes you panties.,1
I hope you fall flat on your face you ass-fucker.,0
Go crawl back under your rock a s s.,0
Stop messaging me you annoying frigga!,0
Well done rumprammer. You’ve outdone yourself!,0
You are such a prude!,0
doggie-style you are the worst person ever!,0
Stop messaging me you annoying wetback*!,0
You are such a doggiestyle!,0
People like you make the world worse you fagging.,2
If only you weren’t such a bowels.,0
A 5 yard cunt punt lady.,2
Nobody likes you fcuker.,0
I hope you fall flat on your face you schaffer.,0
Well done beardedclam. You’ve outdone yourself!,0
A fistfucks  mentor.,0
Fukah you are the worst person ever!,0
Good going genius! You’re a real duch3.,0
A cockknocker sister.,2
Why don’t you go vajna yourself?,0
Go crawl back under your rock godamn.,0
A bukkake neighbor.,2
You must be the dumbest hiv alive.,0
A ninny men.,0
A mothafucker brother.,0
A faggot neighbor.,0
A yobbo spouse.,0
A hooter acquaintance.,0
A s-h--t mom.,0
A Flikker dad.,0
You’re such a muthafecker and a muthafecker.,1
You ham flap leave me alone!,0
A hell mentor.,0
People like you make the world worse you hiv.,0
A scag spouse.,2
A weenie lady.,1
Stop messaging me you annoying japs!,0
Don’t act like a damn it’s embarrassing.,0
A beef curtain sister.,0
A douch3 partner.,1
A bitches customer.,1
You motherfuckings leave me alone!,0
Get lost sleazy. Nobody cares.,0
If only you weren’t such a cunilingus.,2
Don’t act like a mams it’s embarrassing.,0
Go crawl back under your rock tittyfucker.,2
A dck lady.,0
A hiv ladies.,1
A muthrfucking ladies.,1
clitorus! That’s exactly what you are.,2
dimwit! That’s exactly what you are.,0
A sh!t partner.,0
A asshoe brother.,0
I hope you fall flat on your face you assfucker.,0
Only a asshlez would say that.,0
You must be the dumbest basterds alive.,0
A anal women.,2
If only you weren’t such a rump.,2
Only a nigga and an idiot would say that.,0
A punky sister.,0
Well done screwing. You’ve outdone yourself!,2
A sleazy dad.,0
A spooge competitor.,0
A vomit man.,0
A cocksucked  mentor.,0
A lesbos acquaintance.,0
A testis men.,2
Wow that’s something only a cahone would say.,0
A fukkin coworker.,0
A horny classmate.,0
You must be the dumbest hobag alive.,0
Get out of my sight clusterfuck.,0
A ass-fucker sister.,2
A humping stranger.,2
Nobody likes you fagg.,0
A nigg4h dad.,0
Nobody likes you mams.,0
A hoer* mom.,1
A fagging classmate.,1
A cunilingus man.,2
A menses sister.,0
Get out of my sight ccksucker.,0
A quim acquaintance.,0
sadist! That’s what you’ll always be—a sadist.,0
A asswhole stranger.,2
Wow that’s something only a dingle would say.,0
A dingle customer.,0
A bullshitted brother.,0
Wow that’s something only a cyberfuck  would say.,2
You Mutha Fukker leave me alone!,0
You are such a menses!,1
A fagot competitor.,0
assbanged! That’s exactly what you are.,2
Get lost dld. Nobody cares.,0
A cock pocket dad.,2
You b!+ch leave me alone!,0
A cock-head acquaintance.,2
Go crawl back under your rock babes.,0
slave why do you even exist?,0
A pecker lady.,2
Go crawl back under your rock birdlock.,0
People like you make the world worse you scrud.,0
A dumbasses ladies.,1
assmunch you are the worst person ever!,0
Good going genius! You’re a real chraa.,0
Only a shitty and an idiot would say that.,0
Only a bukkake would say that.,2
You must be the dumbest sperm alive.,0
heroin why do you even exist?,0
Good going genius! You’re a real nastt.,0
A beer brother.,0
A schizo partner.,0
Don’t act like a feltch it’s embarrassing.,0
A hui men.,0
A Felcher neighbor.,0
A ruski child.,0
A m-fucking teacher.,2
A fucked neighbor.,0
Only a cuntface and an idiot would say that.,2
Good going genius! You’re a real spik.,0
fuxr! That’s exactly what you are.,0
A pasty acquaintance.,2
A nad ladies.,0
A scantily mom.,1
A phuked man.,0
A penetrate spouse.,1
boner! That’s what you’ll always be—a boner.,1
A pissoff ladies.,0
A sharmute classmate.,0
People like you make the world worse you blowjob.,2
A tits brother.,1
You are such a assbang!,2
A cunnilingus sister.,2
A extasy acquaintance.,0
Stop messaging me you annoying enlargement!,0
A bod boss.,1
People like you make the world worse you spick.,0
A bimbos coworker.,1
A whores acquaintance.,2
A wank* child.,0
Go crawl back under your rock ovary.,2
A bod partner.,0
You must be the dumbest shit alive.,0
If only you weren’t such a ghay.,0
A cocksucker mentor.,2
Nobody likes you nigg3r.,0
If only you weren’t such a fingerfucker .,0
Get out of my sight faggitt.,2
A masterbating boss.,0
A bastards competitor.,0
A nads coworker.,0
A dickdipper friend.,2
A gays ladies.,0
Go crawl back under your rock muff puff.,0
A oral men.,2
A lusty spouse.,2
A ejaculation child.,2
Only a shagging would say that.,2
Get out of my sight assmunch.,0
A cockblock woman.,2
You’re such a twatty and a twatty.,0
A kyke partner.,0
pecker you are the worst person ever!,0
A a55hole sister.,0
Go crawl back under your rock queero.,0
A loins woman.,1
A fucked lady.,1
A ngr men.,0
Why don’t you go duche yourself?,0
A r-tard spouse.,1
Stop messaging me you annoying motherfuckin!,0
A twat mom.,0
A knulle dad.,0
A hoar partner.,0
A dominatrics neighbor.,2
Good going genius! You’re a real poontang.,0
A shtz men.,0
You hom leave me alone!,0
A muffdiver boss.,0
A knobz brother.,0
asswipe why do you even exist?,0
Shut up dike*!,0
Only a bullshit would say that.,0
A mamhoon partner.,0
You’re such a bitched and a bitched.,0
A quicky ladies.,2
Only a herpes and an idiot would say that.,0
Why don’t you go asshat yourself?,0
You must be the dumbest anal leakage alive.,2
A pms child.,0
A beater lady.,0
A poontang man.,0
Well done dyke. You’ve outdone yourself!,1
A beaver mentor.,0
A junky coworker.,0
A cunillingus teacher.,0
Nobody likes you dicksipper.,2
Good going genius! You’re a real fag.,0
xxx! That’s what you’ll always be—a xxx.,0
A merd* friend.,0
Go crawl back under your rock lezbian.,0
Well done lezbians. You’ve outdone yourself!,0
A twats man.,0
A erotic partner.,2
You are such a Mutha Fucker!,0
Don’t act like a cuntlicker it’s embarrassing.,2
A faggs sister.,2
fisty! That’s what you’ll always be—a fisty.,0
A incest men.,0
A cracker stranger.,0
Go crawl back under your rock napalm.,0
Stop messaging me you annoying clitorus!,2
A cocksuck  brother.,0
A fuck-tard classmate.,2
People like you make the world worse you seduce.,0
A Lipshitz women.,0
A mothafucks man.,0
A motherfuckka competitor.,2
Get lost aryan. Nobody cares.,0
A screwed competitor.,0
A beer child.,0
Don’t act like a souse it’s embarrassing.,0
A bod classmate.,0
A twats acquaintance.,0
You’re such a splooge and a splooge.,0
A cockblock sister.,2
Well done ugly. You’ve outdone yourself!,0
A honky customer.,0
A duche customer.,0
You’re such a c.o.c.k. and a c.o.c.k..,1
I hope you fall flat on your face you hell.,0
If only you weren’t such a nooky.,0
A whorehopper neighbor.,1
A fagot friend.,0
A hooker acquaintance.,1
Nice job cntz. You ruined it for everyone.,0
A bloody women.,1
Well done d4mn. You’ve outdone yourself!,0
Well done Biatch. You’ve outdone yourself!,2
Only a ovums and an idiot would say that.,2
A enculer friend.,0
If only you weren’t such a prostitute.,1
Nice job Shyte. You ruined it for everyone.,0
Only a kusi* and an idiot would say that.,0
A puto employee.,0
A fucknut child.,0
A crappy competitor.,0
If only you weren’t such a bullshitted.,0
Why don’t you go gigolo yourself?,0
You’re such a pissin  and a pissin .,0
Shut up screwing!,2
Nobody likes you shamedame.,0
A vullva competitor.,1
Don’t act like a fuckup it’s embarrassing.,0
I hope you fall flat on your face you feltcher.,0
A bastard acquaintance.,0
A dilld employee.,0
A panties woman.,1
Well done snatch. You’ve outdone yourself!,2
A screwed relative.,0
People like you make the world worse you foreskin.,0
A c..c.k stranger.,0
A smut child.,0
rapist! That’s what you’ll always be—a rapist.,0
titties! That’s exactly what you are.,2
A whoreface mentor.,2
Nobody likes you stroke.,1
Get lost Goddamn. Nobody cares.,0
Get lost ejaculates . Nobody cares.,2
A arian woman.,0
A terd mentor.,0
A fanyy men.,0
Nice job dickweed. You ruined it for everyone.,0
A mothafuckaz relative.,0
Nice job weiner. You ruined it for everyone.,0
arschloch why do you even exist?,0
A bitch tit neighbor.,1
A arian acquaintance.,0
A buttplug classmate.,2
A basterdz mom.,0
A muthrfucking acquaintance.,2
A dickish neighbor.,2
A schlong friend.,0
Only a merd* and an idiot would say that.,2
A whoring women.,1
A m-fucking employee.,2
A rape customer.,1
Shytty you are the worst person ever!,0
If only you weren’t such a anal.,2
I hope you fall flat on your face you fudgepacker.,0
A hui women.,0
A dumbass classmate.,0
A humped competitor.,1
A hookah woman.,1
A faig mentor.,0
A douche dad.,0
Get out of my sight sh#t.,0
You must be the dumbest how to kill alive.,0
Stop messaging me you annoying gaygirl!,0
A boozy mom.,0
You’re such a dickzipper and a dickzipper.,2
Only a ovum and an idiot would say that.,0
A asshole stranger.,0
Don’t act like a fart it’s embarrassing.,0
A flange acquaintance.,0
A 5ht neighbor.,0
Shut up yeasty!,0
People like you make the world worse you dickripper.,0
Why don’t you go g-spot yourself?,2
Wow that’s something only a vixen would say.,2
A vodka man.,0
A bull shit customer.,0
A cum chugger competitor.,2
A spunk men.,2
Good going genius! You’re a real masterbat3.,0
bitch you are the worst person ever!,0
If only you weren’t such a douche.,0
A fuck trophy ladies.,2
A ngga friend.,0
Good going genius! You’re a real rimjob.,2
Wow that’s something only a whitey would say.,2
You are such a sb!,0
A loins relative.,1
A dumbasses employee.,0
A yed spouse.,0
A *damn employee.,0
spooge you are the worst person ever!,0
You must be the dumbest packi alive.,0
Get out of my sight shitters .,0
A dickbag men.,0
You piss* leave me alone!,2
A cocaine child.,0
You are such a nut butter!,0
Nice job b!+ch. You ruined it for everyone.,0
Get out of my sight faggs.,0
Get lost gooks. Nobody cares.,0
A masterbate sister.,0
Only a bung and an idiot would say that.,0
A fuks sister.,0
Get out of my sight wench.,1
Only a ashles and an idiot would say that.,0
Good going genius! You’re a real weirdo.,0
A Mutha Fuker ladies.,1
A toots partner.,0
Good going genius! You’re a real dominatrix.,1
A shi+ acquaintance.,0
I hope you fall flat on your face you pantie.,1
A sucking friend.,0
Shut up japs!,0
A massa women.,0
A penis-breath classmate.,2
Why don’t you go master-bate yourself?,2
Go crawl back under your rock rtard.,1
Only a dild and an idiot would say that.,2
A ritard friend.,0
Stop messaging me you annoying j3rkff!,0
People like you make the world worse you w t f.,0
A penis-breath competitor.,2
You whored leave me alone!,2
A gfy friend.,0
A anal woman.,2
A pizda dad.,0
Stop messaging me you annoying frigg!,0
Nobody likes you niggers .,0
bimbo you are the worst person ever!,1
jerk-off  you are the worst person ever!,2
A lube coworker.,0
A scrot women.,0
A cyalis friend.,0
A faggot dad.,0
A pornography ladies.,1
A spick employee.,0
c.o.c.k. why do you even exist?,0
If only you weren’t such a cockmuncher.,2
Good going genius! You’re a real sluts.,1
A masterb8 stranger.,0
Nobody likes you orally.,0
dago why do you even exist?,0
A prn teacher.,0
Stop messaging me you annoying whitey!,0
bangbros you are the worst person ever!,0
A mamhoon sister.,0
dld why do you even exist?,0
Only a womb and an idiot would say that.,0
Get out of my sight Slutty.,1
A r-tard man.,0
A shitdick ladies.,2
A pissoff  ladies.,1
cocks! That’s what you’ll always be—a cocks.,0
A l3itch child.,0
A hard on relative.,0
Shut up kooch!,0
A doofus ladies.,0
A niggah boss.,0
bosomy! That’s what you’ll always be—a bosomy.,1
A phalli spouse.,0
A dickface friend.,0
If only you weren’t such a pollock.,0
A ejaculated boss.,2
A thrust classmate.,0
A phuked spouse.,0
Only a hooch would say that.,0
Nice job dck. You ruined it for everyone.,0
A penial dad.,2
Wow that’s something only a Flikker would say.,0
You are such a shitty!,0
Well done beastiality. You’ve outdone yourself!,0
If only you weren’t such a suck.,0
Nobody likes you tush.,2
A fucktard women.,1
A maxi sister.,0
A whr. whore competitor.,1
Don’t act like a pakie it’s embarrassing.,0
A bullshits men.,0
A gonad employee.,0
prick! That’s exactly what you are.,0
A pollock teacher.,0
tramp you are the worst person ever!,0
Why don’t you go cum dumpster yourself?,2
dickzipper why do you even exist?,2
A anilingus stranger.,2
A pedophilia child.,0
